Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
11,11,America First Credit Union,Credit Union,★ Core SoCal,🥇 GOLD (4/4),N/M,N/M,,A — Self-UW (online),N/M (no bank-specific data point found),$24.73B,—,"401 W 2nd St, San Bernardino (sole CA branch); huge UT/NV/AZ/ID network",CA-HQ'd,Yes,✅ Business Visa (1.5% cash back / points / low-rate options); SELF-issued; terms N/M,Self (America First CU),Online,Online — apply at https://www.americafirst.com/business/visa/credit-card.html,https://www.americafirst.com,https://www.americafirst.com/business/visa/credit-card.html,"N/M (no biz DPs, myFICO sweep 2026-06-10)",N/M,$24.7B UT giant; CA entry via 1st Valley CU merger 2024-06-12. BLOC tied to AFCU business checking (amounts N/M). Light census 2026-06-10.,3,N/M,None published,Membership required — CA FOM = San Bernardino County only (live/work/worship/school); family path; NO open association,★ Self-UW Business Visa online — needs San Bernardino Co. membership nexus,Business Visa Credit Card (cash back / points / low rate),SoCal / Inland Empire (1 San Bernardino branch; UT-HQ'd),"Riverdale, UT",CU,MED-HIGH self/products; MED apply-online; SB-County membership nexus required. Light census 2026-06-10,americafirst.com/business/visa/credit-card + lines-of-credit; en.wikipedia.org (1st Valley merger)
12,12,Los Angeles Federal Credit Union (LAFCU),Credit Union,★ Core SoCal,🥇 GOLD (4/4),"Yes — pulls + hard credit pull (own membership page verbatim, 2026-06-09); 2nd-chance if Chex balances paid",N/M,TU #6 (mentor ✓ membership=TU hard pull; card DPs mixed EX/TU),A — Self-UW (online),"Up to $50,000 advertised MAX; zero public biz DPs (consumer proxy: $5K SL @ TU804)  [lafcu.org/rates; myFICO #6722499 2023-11]",~$1.28B,—,"8 LA County branches (Van Nuys, Glendale, Culver City, DTLA, Montebello, El Monte, Gardena, Cerritos); NCUA #1207",CA-HQ'd,Yes,"✅ Business Rewards Platinum Visa: no 0%; 15.75% var; $0 AF; 2x/1x CURewards; limit UP TO $50,000",Self (LAFCU is creditor per agreement; Velera/CURewards = processor),Online,Online — apply at https://www.lafcu.org/loans-credit/business-loans,https://www.lafcu.org,https://www.lafcu.org/loans-credit/business-loans,Membership = TU hard pull + ChexSystems (own site verbatim); card DPs mixed: EX (2022 denial) / TU08 (2023 approval),"Consumer: TU+EXP not EQ (2011 DP, dated); business-card reporting N/M",⚠️ GATES: business must be 2+ FULL YEARS operating + SoCal-located + business membership opened IN BRANCH (then card app online via LoansPQ; 48-hr prequal; no app fee). $50K = advertised MAX — ZERO public business-approval DPs (consumer proxies: $5K SL @ TU804 myFICO #6722499 2023-11; conservative + inquiry-sensitive #6596415 2022-09). '$50K app-only no-doc' = UNVERIFIED.,3,PG expected (guarantor role in portal); income docs N/M (not published),Business LOC $20K–$50K + term $20K–$50K (same 2-yr gate),Membership: LA/OC/Riv/SB/Ventura resident or business; LACA/FFA $8 paths; BUSINESS join = BRANCH ONLY + biz must be in SoCal,★ To $50K self-UW online — BUT 2-yr TIB + branch membership gates,"Business Rewards Platinum Visa (to $50K, $0 AF)",SoCal / LA (8 branches all LA County),Glendale,CU,HIGH product/$50K-max/self/online-card-app/2yr-gate/Chex+TU-membership (primary 2026-06-09); N/M biz-card bureau/docs/limits. 2026-06-09,lafcu.org/loans-credit/business-loans + /rates (eff 6-10-26) + /accounts/credit-union-membership ('ChexSystems and a hard-hit... will be run') + /accounts/business-accounts; myFICO #6596415 (2022-09) + #6722499 (2023-11) + #838290 (2011); app.loanspq.com
13,13,San Diego County Credit Union (SDCCU),Credit Union,★ Core SoCal,🥇 GOLD (4/4),"Yes — uses/furnishes (own FAQ 'bad credit or ChexSystems list... visit a branch' + hosts Chex dispute form, 2026-06-09)",N/M,,A — Self-UW (online),$5K–$20K  [myFICO #6761567],~$9.26B,—,All SoCal counties + FFA nationwide; ~37 branches,CA-HQ'd,Yes,✅ SDCCU Visa Business: NO 0% intro; 11.74% (low); $25 AF (waived $10K spend); NO rewards; $5K-$20K limits,Self (San Diego County Credit Union),Online,Online — apply at https://www.sdccu.com/business/business-credit-card/,https://www.sdccu.com/business/business-credit-card/,https://www.sdccu.com/business/business-credit-card/,Experian (forum DP; membership HP may be reused),Negative/default (personal); business bureaus N/M,2-step (membership first). Conservative: denied a NEW corp despite excellent credit + $55K deposit. Income reviewed. CLI likely hard pull. myfico.com #6761567,3,PG (INFERENCE); income reviewed,None (conservative underwriting; no no-doc),Membership required (all SoCal counties + nationwide via Financial Fitness Assoc $8),★ No-doc card — apply online,"SDCCU Visa Business Credit Card (low-rate, no rewards)",SoCal / San Diego (all-SoCal FOM),"San Diego, CA",CU,HIGH self/terms/low-APR/membership; conservative underwriting (new-biz denials). 2026-05-28,sdccu.com/business/business-credit-card + rates PDF + consumer agreement; myfico.com #6761567; wallethub.com
14,14,Nuvision Credit Union,Credit Union,★ Core SoCal,🥇 GOLD (4/4),Yes — pulls (DoC list 2025-08-07; member 'unfroze Chex' DP 2025-10-16),N/M,,A — Self-UW (online),N/M (no bank-specific data point found),~$3.93B,—,HQ Huntington Beach (OC); ~$3.9B; ~27-36 branches CA/AK/AZ/WY/WA; FOM 5 SoCal counties + nationwide via ACC,CA-HQ'd,Yes,✅ Business Visa Rewards: NO 0% intro; APR N/M ('low rates'); $0 AF; 1pt/$1; free employee cards,Self (Nuvision FCU),Online,Online — apply at https://nuvisionfederal.com/business-banking/credit-cards,https://nuvisionfederal.com/business-banking/credit-cards,https://nuvisionfederal.com/business-banking/credit-cards,N/M (agreement names EX/EQ/TU generically),N/M (personal vs business unspecified),Apply via LoansPQ online portal (app.loanspq.com) or paper. PG likely (N/M). No business-card forum DPs.,3,PG likely (INFERENCE); no income docs stated,None (business loans via Business Member rep; no no-doc product),Membership required (LA/Orange/San Diego/Ventura/Santa Barbara counties + Boeing/SEGs + family; OPEN nationwide via American Consumer Council),★ No-doc card — apply online,"Nuvision Business Visa Rewards Card (self-issued, $0 AF, 1pt/$1)",SoCal / Orange County,Huntington Beach,CU,"HIGH self (agreement 'WE=NUVISION FCU', no agent issuer)/apply-online/SoCal/open-membership; N/M APR, HP, PG. 2026-05-29",nuvisionfederal.com/business-banking/credit-cards + visa agreement PDF (self-issued); /about-us/am-i-eligible (ACC path)
15,15,Premier America Credit Union,Credit Union,★ Core SoCal,🥇 GOLD (4/4),"Yes — pulls + INQUIRY-SENSITIVE: 3 Chex inquiries/90 days = auto-deny (DoC DPs 2025-12-30, 2024-10-05)",N/M,,A — Self-UW (online),"$5,000–$50,000 ($50K needs 2+yr profitable; new biz lower)  [product page]",~$3.31B,—,HQ Chatsworth (LA County); ~$3.31B (NCUA 9/30/25); ~112K members; LA/Ventura + Houston TX,CA-HQ'd,Yes,✅ Premier Business Mastercard: NO 0% intro; 14.99% var; $0 AF; no late/over-limit/BT fees; merchant rebates; $5K-$50K lines,"Self (Premier America CU — confirmed creditor; Experian BusinessIQ app, no agent bank named)",Online,Online — apply at https://www.premieramerica.com/business/loans/premier-business-mastercard,https://www.premieramerica.com/business/loans/premier-business-mastercard,https://www.premieramerica.com/business/loans/premier-business-mastercard,Personal pull on guarantor (FCRA auth; bureau not named),Personal: late payments reported; business bureaus N/M (markets 'build business credit'),Online app on Experian BusinessIQ (commercialcreditapps.com); CU-creditor language + Personal Guarantee Authorization. Lines $5K-$50K ($50K needs 2+yr profitable; new biz lower). No forum DPs.,3,PG yes (Personal Guarantee Authorization on app); SSN/income collected; no tax returns stated,None advertised (card is PG + personal-credit pull),Membership required (LA + Ventura County CA + Harris County TX + family; OPEN via Thousand Oaks Alliance for the Arts; business share deposit $250),★ No-doc card — apply online,"Premier Business Mastercard (SELF-issued; $0 AF, 14.99%, $5K-$50K, merchant rebates)",SoCal / LA (+ Ventura),Chatsworth,CU,"HIGH self (CU-creditor language in app, no agent bank named — re-verified 2026-05-29)/online/SoCal/$5K-$50K = GOLD; MED HP bureau, biz reporting. 2026-05-29","premieramerica.com/business/loans/premier-business-mastercard + /borrow/credit-cards/compare-all-cards (CU=lender); commercialcreditapps.com BusinessIQ app (PG, FCRA); hustlermoneyblog (arts path)"
16,16,Firefighters First Credit Union,Credit Union,★ Core SoCal,🥇 GOLD (4/4),N/M,N/M,,A — Self-UW (online),N/M (no bank-specific data point found),~$2.47B,—,"LA HQ, Pasadena, Santa Clarita, Thousand Oaks, OC, Loma Linda",CA-HQ'd,Yes,⚠️ Business Visa Platinum: 10.75–18.00% var; SELF-issued — but FULL-DOC ('current business income statement and business federal tax returns') + firefighters-only FOM,Self (Firefighters First CU),Online,Online — apply at https://www.firefightersfirstcu.org/Business/Business-Loans/Business-Credit-Cards,https://www.firefightersfirstcu.org,https://www.firefightersfirstcu.org/Business/Business-Loans/Business-Credit-Cards,N/M,N/M,FULL-DOC requirement verbatim on site. FOM = fire service + immediate family only (NO open path). Light census 2026-06-10.,1,PG likely; tax returns REQUIRED,None — opposite (full-doc),Membership: firefighters + family + their orgs (closed FOM),★ ⚠ Firefighters-only FOM + FULL-DOC (tax returns required),Business Visa Platinum (10.75–18%),SoCal / LA (HQ 815 Colorado Blvd; + OC + Loma Linda SB),"Los Angeles, CA",CU,HIGH self/full-doc/closed-FOM. Light census 2026-06-10,firefightersfirstcu.org Business-Credit-Cards + Membership-Eligibility
17,17,WaFd Bank,Regional,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,"Yes — pulls (own Fresh Start page: 2nd-chance for paid-off non-fraud Chex records, 2026-06-09)",N/M,TU #5 (mentor — publicly N/M; in-house UW since 2020),B — Self-UW (in branch),"$15K @ 13.99% (sole DP)  [myFICO #6674742, 2023-05-04]",~$28B,—,"10 CA branches: LA Co ×6 (Beverly Hills, Burbank-Toluca Lake, El Segundo, Encino, Long Beach, Pasadena) + NorCal ×4; NO OC/Riverside/SB",Major CA (branches + lending),Yes,⚠️ Small Business Cash Back Visa: 16.49% var; $0 AF; 2% gas/grocery/pharmacy + 1% — APPLICATIONS PAUSED until 2026-06-30 (provider switch),"Self (in-house since 2020-04-01 — ended Elan partnership, own FAQ verbatim; FIS→Fiserv rails)",In-person,Visit branch / contact a banker (no online application),https://www.wafdbank.com,https://www.wafdbank.com/business-banking/business-credit-cards/small-business-credit-card,"N/M (personal pull confirmed; bureau unnamed; mentor 2026-06: TU — uncorroborated, zero DPs)",Personal/consumer bureaus (INFERENCE from agreement); biz N/M,"PG yes ('underwriting based on your personal credit'). App fields = self-reported biz+personal income, NO tax returns listed (own qualify article). DP: $15K @ 13.99% (myFICO #6674742, 2023-05-04). CLI gated 24mo.",2,PG YES; self-reported income only per published app-field list,"Card IS the low-doc play (personal-credit UW, no doc list); Fresh Start = 2nd-chance checking (Chex-paid-off path)",N/M (relationship practically expected),"⏸ Apps paused til 2026-06-30 — self-UW, no-tax-return app (LA)",Small Business Cash Back Visa/Signature; Commercial Preferred Solution (RM),"SoCal / LA County (6 branches, ex-Luther Burbank; WA-HQ'd)","Seattle, WA",Reg,HIGH in-house-since-2020/terms/LA-only-footprint/pause-til-2026-06-30 (all primary 2026-06-09); N/M bureau. 2026-06-09,wafdbank.com small-business-credit-card + FAQ (Elan ended 4/1/2020; June-30 banner) + rate PDF + qualify article + locations; myFICO #6674742 (2023-05-04); globenewswire 2024-01-30 (Luther Burbank)
18,18,First Citizens Bank,Regional,National (lends in CA),2/4  ✓SUW ✗Onl ✗SoCal ✓Card,Yes — pulls (DoC 2025-08-07; Crediful 2025-10-07),N/M (not on DoC EWS list),EQ #1 (mentor — our data: all-3-bureau blended pull),B — Self-UW (in branch),"$20K SL (Low-Interest Biz, branch + biz checking)  [myFICO #6704468]",~$236B,—,"500+ branches/23 states; major CA (ex-SVB, Santa Clara); SVB->First Citizens rebrand Q4 2026",Major CA (branches + lending),Yes,"✅ 4 Business Visa (Cash Rewards, Rewards, Premium $95, Low-Interest 0% 12mo). Branch-apply only. + SVB Innovator (NO PG, commercial charge)",Self (First-Citizens Bank & Trust),In-person,Visit branch / contact a banker (no online application),https://www.firstcitizens.com/small-business/credit-financing/credit-cards,https://www.firstcitizens.com/small-business/credit-financing/credit-cards,All 3 bureaus (EX+EQ+TU) blended w/ business data,Pulls D&B/EX-Biz/EQ-Biz; personal N/M (likely default-only),"DP: Low-Interest Business $20K SL, auto-approved after opening biz checking in-branch (FICO ~750, D&B 80). Branch + deposit relationship required. myfico.com #6704468",2,PG yes; NO tax returns (states income) — but branch + relationship gated,"SVB Innovator Card = NO personal guarantee (commercial charge, for funded companies) — notable no-PG option","Yes (business checking relationship, opened in-branch)",SVB Innovator = no personal guarantee,"First Citizens Business Visa: Cash Rewards, Rewards, Premium Rewards ($95), Low-Interest; SVB Innovator (no-PG charge)",National — major CA via SVB acquisition (2023),"Raleigh, NC",Reg,HIGH self (cardholder agreement)/lineup/PG/no-tax; branch-only + deposit-relationship gated. SVB Innovator = no-PG. 2026-05-28,firstcitizens.com/small-business/credit-financing/credit-cards + cardholder agreement PDF (no agent issuer); svb.com/.../svb-innovator-card; myfico.com #6704468
19,19,First Bank (MO),Regional,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,A — Self-UW (online),"Card N/M; Business First LOC up to $250,000 published  [first.bank 2026-06-10]",N/M,N/M,~27 branches across all 4 SoCal counties (FDIC SOD 2025); MO/IL/CA footprint,N/M,Partial (CorServ self-issue),✅ 4 Mastercards (Business Platinum / Platinum Rewards / Low Rate / World Elite); terms N/M,Self (CorServ 'Apex' platform — firstbank.myapexcard.com),Online,Online — apply at https://firstbank.myapexcard.com,https://www.first.bank,https://firstbank.myapexcard.com,N/M,N/M,CorServ Apex apply portal (same family as Fremont Bank). LOC 'Business First' up to $250K published. No forum DPs. Light census 2026-06-10.,3,N/M,"Business First LOC up to $250,000 (docs N/M)",N/M,★ CorServ self-issue + ONLINE + 27 SoCal branches (new decode: myapexcard=CorServ),"Business Platinum, Business Platinum Rewards, Business Low Rate Platinum, World Elite (CorServ MC)",SoCal / LA-OC-Riverside-SB (27 branches; MO-HQ'd),"Creve Coeur, MO",Reg,"MED-HIGH CorServ/online/footprint; N/M terms, HP, Chex. Light census 2026-06-10",first.bank/Business/Bank/Business-Credit-Cards; firstbank.myapexcard.com (CorServ); first.bank Business-Lines-of-Credit
20,20,Valley National Bank,Regional,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,"Yes — pulls (Crediful 2025-10-07); 2016 DoC DP: online sensitive, in-branch lenient",N/M,"TU #2 (mentor — publicly N/M; biz card self-issued, confirmed)",B — Self-UW (in branch),$5K–$100K application request range  [WalletHub 2025-02-17],~$63B,—,"2 LA County offices ($220M dep, FDIC SOD 2025); ~$63B; commercial/private-banking style, not CA retail",Major CA (branches + lending),Yes,"✅ 0% 6 cycles → 14.45–25.75% var; $0 AF; 1% cash back; + Secured Business option (110% deposit, ≤$25K)",Self (Valley National Bank — BUSINESS cards self-issued per own disclosures eff 2025-10-01; PERSONAL cards = Elan since ~2024),In-person,Visit branch / contact a banker (no online application),https://www.valley.com,https://www.valley.com/business/business-credit-cards,N/M public (mentor 2026-06: TU — zero public DPs to corroborate),N/M (joint individual+company liability per disclosure),Request range $5K–$100K (WalletHub form-field 2025). PG joint & several (verbatim). ENTITY TRAP: vnb.com = Virginia National Bank (its Elan disclosure is NOT Valley's). Personal→Elan redirect: mycardapply lc=28283.,2,"PG YES ('personally responsible, both individually and jointly with the Company')","Secured Business Card = low-barrier path ($1.1K deposit → $1K limit, credit-issues tolerated)",No for unsecured (relationship plausible); Secured = yes by design,"Self-UW 0% 6cyc, $0 AF — LA offices, rep-mediated","Visa Business Credit Card (1% CB, $0 AF, 0% 6cyc); Valley Visa Secured Business; OneCard commercial","SoCal / LA (2 offices: DTLA 555 W 5th + Beverly Hills 225 N Beverly, ex-Bank Leumi; NJ-HQ'd)","Morristown, NJ",Reg,HIGH self-for-business (own 2025-10-01 disclosures)/terms/LA offices; LOW bureau (mentor-only); zero applicant DPs. 2026-06-09,valley.com/business/business-credit-cards + Business Credit Card disclosure PDFs (eff 2025-10-01); FDIC SOD 2025 cert 9396; crediful.com/chexsystems/valley-national-bank (2025-10-07); wallethub.com Q&A (2025-02-17 upd 2025-10-16); globenewswire 2022-04-01 (Leumi)
21,21,Western Alliance Bank,Regional,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,Yes — pulls (Crediful 2025-10-24),N/M,TU #4 (mentor — publicly N/M),B — Self-UW (in branch),N/M (no bank-specific data point found),~$98.8B,—,HQ Phoenix; CA divisions Torrey Pines Bank (San Diego) + Bridge Bank (Silicon Valley); ~10 CA branches,Major CA (branches + lending),Yes,"✅ Business Plus Visa (revolving, 1pt, $0 AF); NO 0% intro; ~Prime+10% (~17.5%)",Self (Western Alliance Bank),In-person,Lead form → banker contacts in 2–3 days (RM-driven),https://www.westernalliancebancorporation.com/small-business/business-credit-cards,https://www.westernalliancebancorporation.com/small-business/credit-cards/business-plus-credit-card,"N/M public — mentor DP (2026-06, unverified): TransUnion",N/M (reporting authorized; bureaus unspecified),"Relationship/RM-driven; lead form ('banker contacts in 2-3 days'), balance transfers via RM. No forum data.",2,PG conditional ('if Bank requires'); financials at banker discretion,None (SBA/C&I/CRE relationship-underwritten),N/M (banking relationship expected),No-doc card — apply in branch,Visa Business Plus; Visa Commercial / Commercial Plus / ONE Card,SoCal / San Diego + Silicon Valley (Torrey Pines / Bridge Bank),"Phoenix, AZ",Reg,"HIGH self/products/no-0%/footprint; apply N (RM/lead form); N/M HP, reports. 2026-05-28",westernalliancebancorporation.com/small-business/credit-cards + commercial-credit-card-agreement (issuer=self); torrey-pines-bank + bridge-bank pages; FDIC cert 57512
22,22,Redwood Credit Union,Credit Union,Other — NorCal,3/4  ✓SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,A — Self-UW (online),N/M (no bank-specific data point found),~$9.76B,—,8 North Bay counties; ~23 branches,CA-HQ'd,Yes,"⚠️ Business Visa Platinum (Preferred/Select): $0 AF, 1pt; NO 0% intro. FULL-DOC: requires tax returns + financials",Self (Redwood Credit Union),Online,Online — apply at https://www.redwoodcu.org/business/cards/business-visa-platinum/,https://www.redwoodcu.org/business/cards/business-visa-platinum/,https://www.redwoodcu.org/business/cards/business-visa-platinum/,N/M,Negative/default (personal); business bureaus N/M,FULL-DOC: 'need business income statement and business federal tax returns; personal credit reviewed.' Business must be HQ'd in 8-county area. No forum data.,1,PG (INFERENCE) + tax returns + financials REQUIRED — NOT no-doc,None (the card itself is full-doc),Membership required (8 North Bay counties; business HQ'd there),★ Full-doc — requires tax returns,Redwood CU Business Visa Platinum (Preferred / Select),"NorCal / SF (North Bay, 8-county FOM)","Santa Rosa, CA",CU,HIGH self/card-exists/FULL-DOC (tax returns required); MED APR. NOT a no-doc target. 2026-05-28,redwoodcu.org/business/cards/business-visa-platinum (tax returns required); CFPB agreement PDF (self); /about/press-room/fact-sheet
23,23,Fremont Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,A — Self-UW (online),N/M (no bank-specific data point found),$5.92B,$5.27B,CA-only; ~22 branches SF Bay Area/East Bay,CA-HQ'd,Partial (CorServ self-issue),✅ 0% 6 mo → 12.49-20.49% var; $0 AF (Business Platinum),Self (CorServ 'Apex' platform),Online,Online — apply at https://fremontbank.myapexcard.com,https://www.fremontbank.com,https://fremontbank.myapexcard.com,Experian (inferred from sister personal card),N/M,N/M for biz cards. Sibling personal card (DoC 2022): Experian pull; existing-relationship applicants,3,PG likely (N/M); no income-doc evidence,"N/M (business LOC $25K-$500K+, conventional)",Yes ('Exclusively for Fremont Bank customers'),★ No-doc 0% card — apply online,"Business Platinum, Platinum Rewards, Platinum Low Rate ($99 AF), World Elite ($95 AF)",NorCal / SF-East Bay,Fremont,19,MED-HIGH products/terms/online/CorServ; MED issuer=self; LOW HP/PG. 2026-05-28,fremontbank.com/business/credit (4 product pages); fremontbank.myapexcard.com; corservsolutions.com
24,24,California Credit Union,Credit Union,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,"Yes — pulls (CU-answered myFICO Q&A 2025-08-21: 'Chexsystems { Yes }'; 'Chex sensitive, apply in person' DP)",N/M,EQ #3 (mentor — 2025-08 CU-answered DP says EXPERIAN),B — Self-UW (in branch),N/M (no published range; no forum DPs),~$5.4B,—,~25 branches: 14 LA/OC + 11 San Diego (North Island brand) + Temecula; LAUSD/educator roots,CA-HQ'd,Yes,✅ no 0%; 8.25–15.25% (site; fn 2021); $0 AF; Platinum (low-rate) + Rewards (1%),Self (CCU is creditor per agreement; MeridianLink = processor),In-person,Visit branch / contact a banker (no online application),https://www.ccu.com,https://www.ccu.com/business/loans/business-credit-cards,Experian (CU-answered myFICO Q&A 2025-08-21; mentor said EQ — only one 2020 EQ DP),Negative to consumer bureaus per agreement; biz bureaus N/M,650 floor (2020 rep DP); CREDIT COVENANTS: financials + tax returns ON REQUEST within 45 days (agreement). Fed-charter conversion vote ~2025-08. myFICO #6838366 (2025-08) / #5877067 (2020-01).,2,PG yes (guarantor offset clause) + financials/tax-returns-on-request covenant,None (SBA Preferred Lender — full-doc),"Membership required — OPEN to any business via American Consumer Council (free, ccu.com/join); 6-county FOM; dba North Island CU in SD/Riverside",Open membership via ACC; phone-apply (mentor EQ→2025 DP says EXP),"Visa Business Platinum; Visa Business Rewards (1%); Visa School Business Card (no-PG, schools only)",SoCal / LA (Glendale),Glendale,CU,HIGH self/products/ACC-open-membership/Chex-yes; MED terms (2021 footnote); HP=EXP per 2025 DP (contradicts mentor EQ). 2026-06-09,ccu.com/business/loans/business-credit-cards + Business Rewards agreement PDF (eff 2019-02-28) + /join; myFICO #6838366 (2025-08-21) + #5877067 (2020-01)
25,25,Kinecta Federal Credit Union,Credit Union,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,B — Self-UW (in branch),N/M (no bank-specific data point found),~$6.8B,—,HQ Manhattan Beach (LA County); ~23-28 branches; Greater LA + open via Innovision,CA-HQ'd,Yes,✅ MyPro Business Mastercard: 0% 18 cyc on BALANCE TRANSFERS only; 12.24-18%; $0 AF; 3/2/1% cash back,Self (Kinecta FCU; CUNA Mutual/TruStage = forms vendor only),In-person,By appointment or mail PDF (no instant online),https://www.kinecta.org/credit-card/mypro,https://www.kinecta.org/credit-card/mypro,N/M,N/M (reports owner + business; behavior/bureaus unspecified),Apply by appointment / mail PDF (no instant online). No forum data points.,2,PG yes (guaranty section); financials on request,None (SBA/CRE full-doc),Membership required (Greater LA SoCal ZIPs; OPEN nationwide via Innovision Society $10 — Kinecta covers yr1),No-doc card — apply in branch,MyPro Business Mastercard,SoCal / Los Angeles (Manhattan Beach),"Manhattan Beach, CA",CU,"HIGH self/terms/PG/SoCal/open-membership-path; apply N (appointment); N/M HP, reports. 2026-05-28",kinecta.org/credit-card/mypro + MyPro agreement/disclosure PDFs; CFPB Kinecta MyPro agreement; join pages
26,26,Enterprise Bank & Trust,Regional,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,"N/M (no disclosure, no DPs)",N/M,,B — Self-UW (in branch),"~$50K claimed via broker channel (UNVERIFIED, 2026-06); no public DPs",$17.2B,$14.66B,"8 SoCal branches (FDIC SOD 2025): Cerritos, DTLA, Pasadena, Alhambra, Anaheim, San Juan Capistrano, Chula Vista, Encinitas; 58 offices total",Major CA (branches + lending),Yes,✅ no 0% (biz); 19.25% (Prime+12.5%); $0/$50 AF; 1.25x/1.5x points; + Commercial Card Solution,"Self (FIS rails: eZBusiness/ezcardinfo/ScoreCard; zero agent-portal tells — MED-HIGH inference, no agreement PDF)",In-person,Visit branch / contact a banker (no online application),https://www.enterprisebank.com,https://www.enterprisebank.com/business/credit-cards,N/M (zero public DPs — datapoint desert),N/M,"🎯 BROKER CLAIM (Credit Veterans / Credit-with-Colin / Freedom Funders via rep Jessica Morrow AVP jmorrow@, relayed 2026-06, PUBLICLY UNVERIFIED): ~$50K business LOC and/or card, app-only, NO financials. Scaffolding checks out: rep is real (ZoomInfo/TheOrg 2026-06-09); bank publishes SBA referral-fee program (the broker rail); SBA Express ≤$500K incl. LOCs (Preferred Lender, delegated). No published app-only tier — GET THE UNDERWRITING BOX IN WRITING. Broker BBB complaints on upfront fees.",2,N/M (nothing published),SBA Express ≤$500K (term + LOC); claimed $50K app-only program = unpublished banker-channel,N/M (RM relationship expected),🎯 Broker-claimed $50K app-only (UNVERIFIED) — 8 SoCal branches,"Business Rewards ($0 AF, 1.25x); Business Preferred Rewards ($50 AF, 1.5x); Commercial Card Solution","SoCal / LA-OC-SD (8 CA branches, ex-First Choice + Seacoast; MO-HQ'd)","Clayton, MO",Reg,"HIGH branches/products/terms (own site + FDIC SOD, 2026-06-09); MED-HIGH self-issue; $50K claim UNVERIFIED. 2026-06-09",enterprisebank.com/business/credit-cards + /credit-card-login (FIS) + /business/sba-lending (referral fees); FDIC SOD 2025 cert 27237; zoominfo.com/p/Jessica-Morrow/3066046315; SEC First Choice PR 2021-04-26; BBB Freedom Funders complaints
27,27,CommunityAmerica Credit Union (ex-UNIFY),Credit Union,★ Core SoCal,3/4  ✓SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,B — Self-UW (in branch),N/M (no bank-specific data point found),~$9.0B,—,11 LA/OC branches (ex-UNIFY),CA-HQ'd,Yes,✅ Business Visa Rewards: 1% cash back; $0 AF; 'as low as 16.99%'; SELF-issued,Self (CommunityAmerica CU),Assisted,Staff-assisted (phone appointment / DocuSign; not instant),https://www.communityamerica.com,https://www.communityamerica.com/business/borrow/business-financing/business-credit-cards,"N/M (no DPs, 2026-06-10)",N/M,"REAL SoCal retail via UNIFY Financial CU merger 2025-11-01 (brand retained; systems integrate mid-2026): Torrance ×2, Hawthorne, Lakewood, Montebello, Redondo Beach, Westchester, Glendale + HB, Santa Ana, Tustin. Light census 2026-06-10.",2,N/M,"None published (BLOC offered, amounts N/M)",Membership: KC/StL metro live-work OR open path via Friends of Hobbs nonprofit,Self-UW 1% biz Visa — 11 ex-UNIFY LA/OC branches; phone-apply,"Business Visa Rewards (1%, $0 AF)",SoCal / LA-OC (11 ex-UNIFY branches; KS-HQ'd),"Lenexa, KS",CU,HIGH self/terms/UNIFY-branches; phone-apply. Light census 2026-06-10,communityamerica.com business-credit-cards + UNIFY merger news; unifyfcu.com locations
