TIER,WEIGHT,Bank,City,CERT,Deposits_$K,CardLoans_$K,RAIL,Card_products,Application_link,Apply_method,BizCard_page_URL,Confidence,Rail_evidence,Source_links
8. UNKNOWN (ask the bank),42,Waldo State Bank,Waldo,8700,126964,0,UNKNOWN,"Credit Cards (unnamed, listed among commercial lending tools)",https://waldostatebank.connectfi.com/ (general loan application portal; no card-specific apply link),Branch/loan-officer via general online loan portal,https://waldostate.bank/loans,UNKNOWN,"Own /loans page lists under commercial lending: ""Term loans ... Operating Lines of Credit. Letters of Credit. Credit Cards. SBA guaranteed loans."" - so a business credit card exists, but NO issuer is named anywhere on waldostate.bank, there is no dedicated credit card page, and the only apply path is the general loan portal waldostatebank.connectfi.com. No TCM/Elan/TIB/CorServ domain or disclosure found.",https://waldostate.bank/loans | https://waldostate.bank/merchant-services
8. UNKNOWN (ask the bank),27,Bonduel State Bank,Bonduel,11235,112245,75,UNKNOWN,Credit cards (no product names or business/consumer split published),NOT-FOUND (apply by phone 715-758-2141),Phone/branch only - no online application,https://www.bonduelbank.com/loans/credit-cards/,UNKNOWN,"NOT TCM - no mycommunitycc.com, no ""TCM Bank, N.A."", and no third-party card servicing domain anywhere on bonduelbank.com. Credit Cards page names no issuer and no product tiers: only ""apply today by calling us at 715-758-2141"". Business Services page lists no credit card. Rail not determinable from public pages.",https://www.bonduelbank.com/loans/credit-cards/ | https://www.bonduelbank.com/business/business-services/ | https://www.bonduelbank.com/
8. UNKNOWN (ask the bank),12,The International Bank of Amherst,Amherst,14907,85674,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN - bank site unreachable,UNKNOWN,FDIC-listed website www.ibamherst.com refuses connections (TLS/connection reset) from this environment and the legacy internationalbank-amherst.com domain has been taken over by an unrelated spam site; only secure.ibamherst.com (online-banking login) is reachable. Web search budget exhausted before an own-page card disclosure could be located. No TCM/Elan/TIB/CorServ evidence either way.,https://api.fdic.gov/banks/institutions?filters=CERT:14907 (WEBADDR www.ibamherst.com) | https://secure.ibamherst.com/Pages/Login.aspx
9. NO BUSINESS CARD,0,Bank Cmg,Madison,11623,781816,62,NO-CARD,None advertised (business debit card only),None found,N/A,https://www.bankcmg.com/business-loans/ (no business card page exists),VERIFIED-own-page,"Full sitemap crawl of bankcmg.com (page-sitemap.xml, 56 pages): the only card pages are /card-management/, /debit-card-atm-cards/ and /business-debit-card/. Business pages (business-loans, business-checking, business-debit-card, business-online) contain zero 'credit card' occurrences and no Elan/TCM/TIB/CorServ/community-card link. No credit card product.",https://www.bankcmg.com/page-sitemap.xml | https://www.bankcmg.com/business-loans/ | https://www.bankcmg.com/business-debit-card/
9. NO BUSINESS CARD,0,Hiawatha National Bank,Hager City,13058,596152,0,NO-CARD,None published (debit/ATM cards only),NONE,n/a - no credit card product offered,https://www.hnbank.com/business/value-added-services,VERIFIED-own-page,"hnbank.com (CERT 13058, Hager City WI) publishes no credit card product at all. Business Value Added Services page: ""does not mention business credit cards"" - only debit/ATM and cash management. Resources page also debit-only. NOTE: do not confuse with Hiawatha Bank & Trust (hiawathabank.com), a different entity.",https://www.hnbank.com/business/value-added-services | https://www.hnbank.com/resources/helpful-information | https://www.hnbank.com/
9. NO BUSINESS CARD,0,Chippewa Valley Bank,Hayward,12322,556456,0,NO-CARD,None found (debit/cash cards and Clover merchant services only),,n/a,https://www.chippewavalleybank.com/Card-Services,VERIFIED-own-page,"Full site sitemap (chippewavalleybank.com/sitemap) lists only Business-Checking, Business-Savings, Business-Lending, Card-Services; Card-Services page covers only Cash/Debit cards and Clover merchant services - no credit card product, and zero 'credit card' product mentions on business pages. No mycommunitycc/TCM/Elan references anywhere.",https://www.chippewavalleybank.com/Card-Services | https://www.chippewavalleybank.com/sitemap
9. NO BUSINESS CARD,0,Premier Community Bank,Marion,15799,495374,266,NO-CARD,None found (business debit cards only),,n/a,https://www.premiercommunity.com/business-banking.html,VERIFIED-own-page,"Site sitemap (premiercommunity.com/sitemap.html) lists business-checking, business-savings, business-loans, business-banking-tools, debit-cards, manage-my-card - no credit card page. business-banking.html and section-business-services.html contain zero 'credit card' mentions. No TCM/mycommunitycc/Elan references.",https://www.premiercommunity.com/sitemap.html | https://www.premiercommunity.com/business-banking.html
9. NO BUSINESS CARD,0,Oak Bank,Fitchburg,35333,397575,619,NO-CARD,None advertised,None found,N/A,https://www.oak.bank/business-banking,VERIFIED-own-page,"Own business-banking page lists Online Banking, Mobile Banking, Business Checking, Business Savings, Business Loans, Treasury Management, Nonprofit Banking - no credit card product page or apply link anywhere on oak.bank; no issuer disclosure found.",https://www.oak.bank/business-banking | https://www.oak.bank/
9. NO BUSINESS CARD,0,Spring Bank,Brookfield,58780,329337,0,NO-CARD,None found,,N/A - no business credit card offered online; would require calling 262-754-5555,https://www.springbankwi.bank/business-banking,VERIFIED-own-page,"No business credit card product exists on the bank's own site. Business Banking nav lists only Cash Management Services (online banking, wires, ACH, positive pay, remote deposit, merchant services, sweep) - no card page. Contact page's lost/stolen section covers debit cards only. No TCM/mycommunitycc.com, no Elan, no TIB.",https://www.springbankwi.bank/business-banking | https://www.springbankwi.bank/business/cash-management-services | https://www.springbankwi.bank/about/contact
9. NO BUSINESS CARD,0,Shell Lake State Bank,Shell Lake,14911,309896,76,NO-CARD,None advertised (debit cards only),None found,N/A,https://shelllakestatebank.com/lending-loans/,VERIFIED-own-page,Full site crawl of shelllakestatebank.com (home + lending-loans + business-checking): all 'card' references are DEBIT card / Manage My Card only; no credit card product page and no issuer disclosure anywhere.,https://shelllakestatebank.com/ | https://shelllakestatebank.com/lending-loans/ | https://shelllakestatebank.com/business-checking/
9. NO BUSINESS CARD,0,Northern State Bank,Ashland,15242,295604,64,NO-CARD,None advertised (debit cards only),None found,N/A,https://www.nsbashland.com/services/more-services,VERIFIED-own-page,Own site nav (nsbashland.com) lists Personal/Business checking-savings-loans and Services: Debit Cards only - no credit card page; /services/more-services explicitly has no credit card mention. Caveat: a third-party doxo biller page titled 'Northern State Bank - Credit Card' exists but is not bank-published evidence.,https://www.nsbashland.com/ | https://www.nsbashland.com/services/more-services
9. NO BUSINESS CARD,0,"Cumberland Federal Bank, FSB",Cumberland,29293,262145,0,NO-CARD,None advertised (Visa debit only),None found,N/A,https://www.cumberlandfederal.com/Business-Other-Services,VERIFIED-own-page,"Own Business Other Services page offers only debit: ""Our VISA(R) Debit Card gives you a faster, more economical, more convenient way to buy the products and services you need."" No credit card product page and no issuer disclosure on cumberlandfederal.com.",https://www.cumberlandfederal.com/Business-Other-Services | https://www.cumberlandfederal.com/Business-Loans
9. NO BUSINESS CARD,0,Alliance Bank,Mondovi,12511,202592,44,NO-CARD,None found,,N/A - no business credit card offered; card inquiries would go through a loan officer,https://www.alliancebank.us/ag-commercial-banking/other-business-services/,VERIFIED-own-page,"No credit card product (business or personal) anywhere on the bank's own site. Business nav = checking/savings, ag banking, other business services (wires, night depository, coin/currency, HSAs), commercial & ag loans; electronic services page lists debit/ATM cards only. Site search returns no credit card product page. No TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.alliancebank.us/ | https://www.alliancebank.us/ag-commercial-banking/other-business-services/ | https://www.alliancebank.us/tools-services/electronic-services/
9. NO BUSINESS CARD,0,Crossbridge Community Bank,Tomahawk,30516,186417,0,NO-CARD,None (Visa debit cards only),None - no business credit card offered,N/A,https://www.crossbridge.bank/business/business-atm-debit-cards,VERIFIED-own-page,"No business credit card product found on the bank's own site. Business Banking nav lists only Commercial Deposit Accounts, Commercial Loans, Business ATM/Debit Cards, Business Showcase, Online Business Services; the Business ATM/Debit Cards page covers Visa debit only and mentions no credit card or issuer. No TCM/Elan/TIB/CorServ references anywhere on site",https://www.crossbridge.bank/ | https://www.crossbridge.bank/business/business-atm-debit-cards
9. NO BUSINESS CARD,0,Farmers & Merchants State Bank,Waterloo,13242,183746,0,NO-CARD,None found,,N/A - no business credit card offered online or on the paper credit application,https://www.fandmstbk.com/business/business-checking-accounts,VERIFIED-own-page,"No business credit card product on the bank's own site (fandmstbk.com). Business section = business checking, business savings, cash management, business online banking - no card page. The bank's online Credit Application offers only Automobile / Motorcycle / Recreational Vehicle / Debt Consolidation / Other. Only card references are a CardValet controls page and a credit-card payoff calculator. No TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.fandmstbk.com/ | https://www.fandmstbk.com/business/business-checking-accounts | https://www.fandmstbk.com/credit-application
9. NO BUSINESS CARD,0,Great North Bank,Florence,15146,170360,0,NO-CARD,None (debit/ATM cards only),None - no business credit card offered,N/A,https://www.greatnorthbank.com/debit-cards-atm/,VERIFIED-own-page,"No credit card product on the bank's own site. Business Banking nav = Business Checking, Business Loans, Online Banking/Bill Pay/RDC, ACH Services only; card page is Debit Cards/ATM which mentions no credit card and no issuer. No TCM/Elan/TIB/CorServ references found",https://www.greatnorthbank.com/ | https://www.greatnorthbank.com/debit-cards-atm/
9. NO BUSINESS CARD,0,Bank of Alma,Alma,26689,168499,28,NO-CARD,None found,,N/A - no business credit card offered,https://www.bankofalma.net/banking-services/,VERIFIED-own-page,"No credit card product (business or personal) on the bank's own site (bankofalma.net, confirmed Alma WI with Nelson/Pepin/Wabasha offices). Banking Services = savings, checking, loans, debit card info, wire instructions. Loan applications cover home, auto/personal, and business & agriculture only. No TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.bankofalma.net/ | https://www.bankofalma.net/banking-services/ | https://api.fdic.gov/banks/institutions?filters=CERT:26689
9. NO BUSINESS CARD,0,State Bank of Reeseville,Reeseville,14960,132458,0,NO-CARD,None found,None - no business credit card offered,N/A,https://www.statebankofreeseville.com/business/,VERIFIED-own-page,"Bank's own business page lists only checking, money market and non-profit savings - no credit card product and no issuer named; personal page also has no credit card product or apply link. No TCM/Elan/TIB/CorServ references found",https://www.statebankofreeseville.com/business/ | https://www.statebankofreeseville.com/personal/
9. NO BUSINESS CARD,0,The Pineries Bank,Stevens Point,9526,131324,206,NO-CARD,None published,NONE,n/a - no credit card product offered,https://pineries.com/mortgages-loans/,VERIFIED-own-page,"pineries.com publishes no credit card product: home page nav has only Checking / Savings / Mortgages & Loans; Mortgages & Loans page lists real estate, HELOC, installment, commercial and student loans with ""no credit card offerings, issuer disclosures, or application links"". No business credit card page exists.",https://pineries.com/ | https://pineries.com/mortgages-loans/
9. NO BUSINESS CARD,0,River Falls State Bank,River Falls,16840,125735,58,NO-CARD,None,None,N/A,https://www.rfstatebankonline2.com/home/business/business-banking,VERIFIED-own-page,"Entire site (personal, business, loans, tools-support) offers no credit card product - only ATM/debit cards; business banking page lists Commercial Checking, business loans, bill pay, direct deposit, online access with no credit card mention. No card-issuer domain appears anywhere on site",https://www.rfstatebankonline2.com/home/business/business-banking | https://www.rfstatebankonline2.com/home/personal/loans | https://www.rfstatebankonline2.com/home/tools-support/lost-or-stolen-debit-cards
9. NO BUSINESS CARD,0,Oakwood Bank,Pigeon Falls,13030,119470,0,NO-CARD,None found,,N/A - no business credit card offered,https://www.oakwoodbank.net/business-banking/,VERIFIED-own-page,"No business credit card on the bank's own site (oakwoodbank.net, confirmed Pigeon Falls WI, former Pigeon Falls State Bank). Business Banking page lists only Agri/Business Checking, Commercial Checking, Agri/Business Freedom Club, Agri/Business Interest Checking, Business Money Market, Agri/Business Savings, Business Loans, Business CDs. No card product, no apply link, no TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.oakwoodbank.net/ | https://www.oakwoodbank.net/business-banking/
9. NO BUSINESS CARD,0,Headwaters State Bank,Land O' Lakes,9035,100361,0,NO-CARD,None,None,N/A,https://www.headwatersstatebank.com/about/services,VERIFIED-own-page,"Own Services page lists the full product set (""Account Research, ATM/Debit Cards, Automatic Transfers, Bank By Mail, ... Wire Transfers"") with no credit card of any kind; loans and business pages contain no credit card reference and no issuer domain",https://www.headwatersstatebank.com/about/services | https://www.headwatersstatebank.com/loans | https://www.headwatersstatebank.com/business/business-checking
9. NO BUSINESS CARD,0,Richland County Bank,Richland Center,15092,95822,0,NO-CARD,None found (merchant credit card processing only),,N/A - no business credit card offered,https://www.richlandcountybank.com/business-banking/other-business-services,VERIFIED-own-page,"No business credit card issued. The Other Business Services page offers only merchant acquiring: ""We offer a credit card processing service with competitive pricing and personalized customer service."" Personal side lists a Master Money debit card only. No TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.richlandcountybank.com/ | https://www.richlandcountybank.com/business-banking/other-business-services
9. NO BUSINESS CARD,0,Superior Savings Bank,Superior,28790,76900,0,NO-CARD,Consumer credit card only (unnamed); no business card product,None - no business credit card offered,N/A for business (consumer card by phone/online form),https://www.ss-bank.com/loans/credit-cards/,VERIFIED-own-page,"NOT TCM. Single-office savings bank with no business banking section at all - own site nav covers only Loans (mortgage/auto/personal/home equity), Personal Banking, Resources, About, Rates, Contact. Credit-cards page is consumer-only, names no issuer, and lists no business card; linked application URL (/credit-card-application/) returns 404. No mycommunitycc.com / creditcardlearnmore.com / cardaccount.net references",https://www.ss-bank.com/ | https://www.ss-bank.com/loans/credit-cards/
9. NO BUSINESS CARD,0,Independence State Bank,Independence,10741,73564,0,NO-CARD,None found (merchant card acceptance only),,N/A - no business credit card offered,https://www.independencestatebank.com/business/business-services.html,VERIFIED-own-page,"No business credit card issued. Business Services page lists ACH Processing, Remote Deposit Capture and Merchant Card Services (acceptance only - ""Accept major credit and debit cards""). No card product page, no apply link, no TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank references.",https://www.independencestatebank.com/ | https://www.independencestatebank.com/business/business-services.html
9. NO BUSINESS CARD,0,Northwestern Mutual Wealth Management,Milwaukee,57093,50500,0,NO-CARD,None found,,N/A - not a card-issuing institution,https://www.northwesternmutual.com/,INFERRED,"Single-office trust/wealth-management institution (FDIC CERT 57093, 1 office, trust powers) that provides investment management, trust and fiduciary services - it does not offer business deposit/card products. No business credit card product exists on northwesternmutual.com and no TCM/mycommunitycc.com, Elan, TIB or Bankers' Bank card program is associated with it.",https://api.fdic.gov/banks/institutions?filters=CERT:57093 | https://www.northwesternmutual.com/
9. NO BUSINESS CARD,0,Highland State Bank,Highland,6198,40899,25,NO-CARD,None published (debit cards only),NONE,n/a - no credit card product offered,https://highlandstatebank.net/lending/,VERIFIED-own-page,"FDIC-listed site www.highlandstatebank.net (CERT 6198, Highland WI) has no credit card page at all - nav is Checking / Savings / Lending / Helpful Links; Lending page lists only mortgages, consumer loans and small business & farm loans. Card content is debit-only (CardValet). No TCM/Elan/TIB reference anywhere.",https://www.highlandstatebank.net/ | https://highlandstatebank.net/lending/
9. NO BUSINESS CARD,0,First National Bank in Tigerton,Tigerton,14400,26520,0,NO-CARD,None advertised,None found,N/A,http://www.bank1stnational.com/loans.php,VERIFIED-own-page,"Crawled every page on bank1stnational.com (index, checking, savings, loans, services, online-banking, site-map): zero occurrences of 'credit card' and no card-issuer link anywhere. Loans page covers personal/mortgage/business/ag loans only; services page covers safe deposit boxes and stop payments.",http://www.bank1stnational.com/ | http://www.bank1stnational.com/loans.php | http://www.bank1stnational.com/services.php | http://www.bank1stnational.com/site-map.php
9. NO BUSINESS CARD,0,Columbia Savings and Loan Association,Milwaukee,28480,19718,0,NO-CARD,None - no credit card product of any kind,,n/a,https://columbiasavingsandloans.com/,VERIFIED-own-page,"Entire site (columbiasavingsandloans.com, redirected from columbiasla.com) offers only: Buy a Home (mortgages), Buy a Commercial Property, Save for Your Future (savings). Zero occurrences of 'card' anywhere in the page content or navigation; no consumer or business credit card product. $19.7M-deposit Milwaukee thrift.",https://columbiasavingsandloans.com/ | https://columbiasavingsandloans.com/we-can-help-you/buy-a-commercial-property/
9. NO BUSINESS CARD,0,Thrivent Trust Company,Appleton,34799,2000,0,NO-CARD,None,None,N/A,https://www.thriventtrust.com/,VERIFIED-own-page,"FDIC BKCLASS=SB non-depository-style trust institution (TRUST powers=10, $2.0MM deposits, 2 offices) whose website offers only trust, fiduciary and wealth management services - no card, deposit or lending products; no card-issuer domain present",https://api.fdic.gov/banks/institutions?filters=CERT:34799 | https://www.thriventtrust.com/
