Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
44,43,GBC International Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)","$0.68B ‖ v7 2026-06-11: $676.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:22366)","v7 2026-06-11: $522.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:22366)","8 offices, all SoCal/LA; Chinese-American + trade finance; SBA Preferred Lender",CA-HQ'd,No,✅ TCM business Visa; terms N/M; $0 AF likely,"TCM Bank, N.A.",Online,Online — apply at https://www.mycommunitycc.com/k7OgnYPt1fSE,https://www.gbcib.com,https://www.mycommunitycc.com/k7OgnYPt1fSE,Experian (TCM; BBB DPs),N/M (TCM; biz bureaus typical),TCM platform: Experian pull (apps + CLIs); SBA-eligible only; conservative. myfico.com #6303273,3,PG likely; SBA-eligible only,None (BELOC real-estate-secured / SBA / Ex-Im / LC / CRE full-doc),N/M,★ No-doc card — apply online,GBC-branded TCM business Visa (names not enumerated),SoCal / LA,Los Angeles,74,"MED-HIGH issuer=TCM (mycommunitycc.com portal + mycardstatement.com)/online/LA; N/M terms, reports. 2026-05-29",gbcib.com/business; mycommunitycc.com/k7OgnYPt1fSE; tcmbank.com; FDIC cert 22366
45,44,Banc of California,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,"Yes — weak single source (Unchex, undated); verify in branch",N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$34.64B,$27.44B,"~80 CA branches; LA County, Orange County, San Diego (merged PacWest)",CA-HQ'd,No,✅ 0% 20 cycles → ~17-26% var; $0 AF (BEST 0% in set),Elan,Online,Online — apply at https://bancofcal.com/payment-solutions/business-credit-card/,https://bancofcal.com,https://bancofcal.com/payment-solutions/business-credit-card/,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (SBA/LOC/term full-doc),No,Longest 0% — 20 billing cycles (Elan),Business Card (0% 20 cyc); Business Cash Card (3/2/1%),SoCal / LA,Los Angeles,3,HIGH issuer/PG/0%-20cyc/apply/$0AF; N/M go-to APR. 2026-05-28,bancofcal.com business credit card page; online1.elancard.com STD_BIZ.pdf; hustlermoneyblog.com
46,45,Mega Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)","$0.47B ‖ v7 2026-06-11: $515.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58401)","v7 2026-06-11: $437.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58401)","4 CA branches (San Gabriel HQ, Arcadia, Hacienda Heights); est 2008; Chinese-American",CA-HQ'd,No,✅ TCM business + personal Visa; terms N/M; $0/low AF likely,"TCM Bank, N.A.",Online,Online — apply at https://www.mycommunitycc.com/vsqcwJmaxwd7,https://www.megabankusa.com,https://www.mycommunitycc.com/vsqcwJmaxwd7,Experian (TCM),N/M (TCM),TCM platform (mycommunitycc.com): Experian pull; SBA-eligible only; conservative. myfico.com #6303273,3,PG likely; SBA-eligible only,None (CRE/construction/commercial/small-business full-doc),N/M,★ No-doc card — apply online,"TCM business Visa ('Administered by TCM Bank, N.A.'; names not enumerated)",SoCal / LA (San Gabriel Valley),San Gabriel,80,"HIGH issuer=TCM (own page 'Administered by TCM Bank')/online/SGV; N/M terms, reports. 2026-05-29",megabankusa.com/Other-Services; mycommunitycc.com/vsqcwJmaxwd7; FDIC cert 58401
47,46,Home Bank of California,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)","$0.25B ‖ v7 2026-06-11: $254.9M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26271)","v7 2026-06-11: $193.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26271)","Single branch (San Diego, Ruffin Rd); est 1981",CA-HQ'd,No,"✅ TCM business Visa + Company Rewards Charge ($0 AF, 1pt/$1 no cap); terms N/M","TCM Bank, N.A.",Online,Online — apply at https://www.mycommunitycc.com/uJU63OjSlxHb,https://www.hbc.bank,https://www.mycommunitycc.com/uJU63OjSlxHb,Experian (TCM; BBB DPs),N/M (TCM),TCM platform (mycommunitycc.com): Experian pull; SBA-eligible only; conservative. myfico.com #6303273,3,PG likely; SBA-eligible only,None (SBA/CRE/term/LOC full-doc),N/M,★ No-doc card — apply online,"TCM business Visa (multiple) + Company Rewards Charge Card ($0 AF, 1pt/$1 uncapped, free employee cards)",SoCal / San Diego,San Diego,98,"HIGH issuer=TCM (own page 'issued by TCM Bank, N.A.')/online/San Diego/products; N/M APR, reports. 2026-05-29",hbc.bank/business/.../business-credit-cards + /company-rewards-charge-card; mycommunitycc.com; FDIC cert 26271
48,47,Comerica Bank ‖ v7 2026-06-11: ⚠ MERGER,National,National (lends in CA),2/4  ✗SUW ✓Onl ✗SoCal ✓Card,Yes — pulls (3 DPs; NOT sensitive — approved 80+/24mo) (DOC-LIST + COMMUNITY-DP; DP 2024-05-05; v6 2026-06-10),Yes — pulls + reports (DOC-LIST + COMMUNITY-DP; DP 2024-05-05; v6 2026-06-10),,E — Elan agent,$25K starting (Elan DP); declined 3rd Elan card  [creditboards #632782],"~$79B ‖ v7 2026-06-11: $80.05B (2025-12-31, api.fdic.gov/banks/institutions?filters=CERT:983)","v7 2026-06-11: $66.28B (2025-12-31, api.fdic.gov/banks/institutions?filters=CERT:983)","TX/MI/CA/FL/AZ; CA core market. NOTE: acquired by Fifth Third Bank (closed Feb 1, 2026) — program in transition",Major CA (branches + lending),No,✅ Elan Mastercards (Business Cash 0% 12cyc; Smart Business Rewards $95 after yr1),Elan,Online,Online — apply at https://branchoffer.com/11t1/smart-business-rewards,https://www.comerica.com/small-business/banking-and-services/business-credit-cards.html,https://branchoffer.com/11t1/smart-business-rewards,TransUnion-lean (Elan; varies EX/EQ) ‖ v7 2026-06-11: bureau verdict [UNKNOWN] vs mentor '(2nd priority)' = n/a. No bureau DP found. (DPs n/a). Action: ask at application,Personal: only on default. Business: SBFE,Elan platform. Comerica DP: $25K starting limit. Declined on 3rd Elan card ('sufficient available credit'); Elan rep says no hard cap (cited a customer w/ 13 Elan accounts). creditboards.com #632782 / myfico.com #6478775,3,PG yes; NO tax returns,None (commercial LOC/SBA doc-based),N/M (relationship path),No-doc 0% card — apply online (Elan),"Mastercard Business Platinum, Real Rewards, Rewards PLUS, Smart Business Rewards; + Visa Secured",National — major CA market since 1983,"Dallas, TX",Natl,"HIGH issuer=Elan (NOT self)/PG/personal-default-only; MED Comerica-branded terms; flag Fifth Third acquisition. 2026-05-28 ‖ v7 2026-06-11: MERGER: Comerica CA branches transferred to Fifth Third (2026-02). For branch apps at former Comerica CA locations, expect Fifth Third onboarding.","comerica.com business credit cards; online1.elancard.com COMERICA_CLIENT_SEC.pdf; creditboards.com #632782; 53.com (acquisition) ‖ v6 2026-06-10: Chex/EWS v6: Comerica pulls Chex (3) but tolerates high inquiry counts; PULLS EWS (Davis 2021-05-26) and REPORTS account opening to EWS (Gadget 2022-11-20 + 2024-05-05; D5 appendix). | https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/; https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/; https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-early-w ‖ v7 2026-06-11: bureau: (none found) ‖ v7 2026-06-11: merger: geo_fontana.csv row 14 (Fifth Third Bank, N.A. (ex-Comerica))"
49,48,Cathay Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$24.04B,$20.70B,"~43 branches/37 cities; LA/SGV, SF Bay, Orange County",CA-HQ'd,No,✅ 6-mo intro; 1% cash back; APR N/M,Elan,Online,Online — apply at https://www.mycardapply.com/synindex/?ecdma-lc=36055&ecid=OTHE_25940#business,https://www.cathaybank.com,https://www.mycardapply.com/synindex/?ecdma-lc=36055&ecid=OTHE_25940#business,TransUnion (varies EX/EQ) ‖ v7 2026-06-11: bureau verdict [VERIFIED-disclosure (issuer) + Elan-variable bureau] vs mentor '(2nd priority)' = n/a. Card creditor/issuer = Elan Financial Services (per bank card pages) - bureau is Elan's variable choice (EX/EQ/TU). (DPs 2026-06 (site)). Action: treat as Elan; ask at application,D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),Smart Loans (simplified-doc LOC) $5K-$250K by time-in-biz,N/M (not required to apply),Smart Loans: simplified-doc LOC (Elan),MC Business Platinum; MC Business Platinum Rewards (1% cash back),SoCal / LA,Los Angeles,5,"HIGH relevance/issuer/online/6mo-intro/1%; N/M APR, AF. 2026-05-28",cathaybank.com/business/credit-cards; mycardapply.com; cathaybank.com smart-loans ‖ v7 2026-06-11: bureau: https://www.cathaybank.com/business/credit-cards
50,49,Patelco Credit Union,Credit Union,Other — NorCal,2/4  ✓SUW ✗Onl ✗SoCal ✓Card,Yes — pulls — SENSITIVE (VERIFIED (vendor adoption) + DOC-LIST; DP 2004 (adoption); sens DPs later; v6 2026-06-10),N/M,,B — Self-UW (in branch),N/M (no bank-specific data point found),"~$9.52B ‖ v7 2026-06-11: $9.62B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $8.29B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",16 NorCal/Central counties + nationwide via FFA; ~35 branches,CA-HQ'd,Yes,✅ Mastercard Business Rewards: NO 0% intro; 10.65-20.15% (LOW); $0 AF; 1.5pts. 2yr-in-business required,Self (Patelco Credit Union),Assisted,Virtual Branch (staff-assisted),https://www.patelco.org/business-banking/business-rewards-card,https://www.patelco.org/business-banking/business-rewards-card,Experian (personal cards; business INFERENCE),⚠️ Personal: ALWAYS (reports to BOTH personal + business credit). Business: D&B/EX-Biz/EQ-Biz,"Apply via Virtual Branch (staff-assisted). 2yr-business required. Personal-card DPs: $25K approvals, Experian, generous CLIs. Business-card DPs N/M.",0,PG yes (INFERENCE); no tax returns,None. Card reports to personal credit (weak for keep-off-personal). Low APR is the draw.,"Membership required (16 NorCal counties + family; OPEN nationwide via Financial Fitness Assoc, Patelco pays yr1)",Low APR but reports to personal,"Patelco Mastercard Business Rewards (low-rate, 1.5 pts)",NorCal / SF Bay (16-county FOM),"Dublin, CA",CU,HIGH self/low-APR/membership; ⚠️ reports to PERSONAL credit always. 2026-05-28,"patelco.org/business-banking/business-rewards-card + T&C PDF; /how-do-business-credit-cards-work (personal+business reporting); /become-a-member (FFA); myfico.com #6585690 ‖ v6 2026-06-10: Chex/EWS v6: American Banker (2004): Patelco uses ChexSystems ID screening for ALL new accounts (branch + online). Sens page: denied 9/6, 26/6, 29/12 = sensitive. | https://www.americanbanker.com/news/authentication-patelco-chooses-chexsystems-to-combat-id-fraud; https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/; https://patelco.balancepro.org/resources/article"
51,50,SAFE Credit Union,Credit Union,Other — NorCal,2/4  ✓SUW ✗Onl ✗SoCal ✓Card,Yes — pulls — SENSITIVE (DOC-LIST; DP fetched 2026-06-10; v6 2026-06-10),N/M,,B — Self-UW (in branch),N/M (no bank-specific data point found),"~$5B ‖ v7 2026-06-11: $4.45B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $3.99B (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",13 NorCal counties + family / Aerospace Museum path; ~20 branches,CA-HQ'd,Yes,✅ SAFE Visa Business: 0% 12mo BT promo; 13.40-19.40%; $0 AF; ScoreCard points,Self (SAFE Credit Union),In-person,Phone appointment (no online form),https://www.safecu.org/business/grow-your-business/visa-business,https://www.safecu.org/business/grow-your-business/visa-business,N/M business (TransUnion for personal/membership),Negative/default reporting (personal); business bureaus N/M,Apply via phone appointment (no online form). PG explicit; financials on request (Sec 23). Membership-gated.,2,PG YES (explicit guaranty) + financials on request — NOT fully no-doc,None (PG + financials-on-request clause),Membership required (13 NorCal counties + family; Aerospace Museum 'anyone can join' path),No-doc card — apply in branch,SAFE Visa Business Credit Card,NorCal / Sacramento (13-county FOM),"Folsom, CA (Sacramento metro)",CU,"HIGH self/terms/PG-explicit/membership; MED 0%-BT-promo, HP. Financials-on-request = not pure no-doc. 2026-05-28","safecu.org/business/grow-your-business/visa-business + Business Credit Card Agreement PDF (PG, Sec 23 financials); /about/join-safe; dfpi.ca.gov ‖ v6 2026-06-10: Chex/EWS v6: sens page: SAFE CU 'denied with 25 in the past 24 months'. | https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/"
52,51,Icon Business Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)","$0.16B ‖ v7 2026-06-11: $156.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59314)","v7 2026-06-11: $124.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:59314)",Riverside HQ (IE) + Santa Ana (OC); de novo est Aug 2023; Icon Bcorp,CA-HQ'd,No,✅ TCM business + personal Visa; terms N/M; $0/low AF likely,"TCM Bank, N.A.",Online,Online — apply at https://www.mycommunitycc.com/lSp9OsZX4zOr,https://www.iconbusinessbank.com,https://www.mycommunitycc.com/lSp9OsZX4zOr,Experian (TCM),N/M (TCM; biz bureaus/SBFE typical),TCM Agent Program (mycommunitycc.com): Experian pull; SBA-eligible only; PG-based. myfico.com #6303273,3,PG likely; SBA-eligible only,None (unsecured LOC/term/ABL/equipment/CRE/CELOC/SBA 504/7(a) full-doc),N/M,★ No-doc card — apply online,TCM business Visa (via mycommunitycc.com; SKUs N/M),SoCal / Inland Empire,Riverside,109,"MED-HIGH issuer=TCM (mycommunitycc.com portal)/online/Inland Empire; N/M terms, HP, reports. 2026-05-29",iconbusinessbank.com (homepage credit-cards link); mycommunitycc.com/lSp9OsZX4zOr; icba.org TCM; FDIC cert 59314
53,52,Citizens Business Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$15.51B,$12.00B,CA-only; ~64 branches/57 cities statewide,CA-HQ'd,No,✅ 0% 12 cycles → 17.24-26.24%; $0 AF,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=26893&ecid=OTHE_25940#business,https://www.cbbank.com,https://creditcardlearnmore.com/11t3/index?ecdma-lc=26893&ecid=OTHE_25940#business,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (SBA/LOC need biz tax returns),No,No-doc 0% card — apply online (Elan),'Mastercard Business Card' = Elan suite (Cash Preferred/Smart/Real Rewards),SoCal / Inland Empire,Ontario,8,HIGH relevance/issuer/online/PG/footprint. 2026-05-28,cbbank.com/business-cards; creditcardlearnmore.com; cbbank.com/sba-lending
54,53,Community West Bank ‖ v7 2026-06-11: ⚠ MERGER NOTE,CA Bank,Other — Central Valley,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,C — Other agent card,"TIB: $10K+ needs financials (flat-priced, not FICO-risk)  [myFICO #5028638]",$3.70B,$3.15B,"Central Valley + Central Coast (Central Valley Community Bancorp merger 2024) ‖ v6 2026-06-10: absorbed United Security Bank (Fresno, $1.2B) effective 2026-04-01 (all-stock ~$191.9M; USB CERT 27132 inactive 2026-04-03) — closes the v5 “lone CA-HQ gap”; USB itself had NO biz card (sitemap verified 2026-06-10)",CA-HQ'd,No,✅ no 0%; ~19.5% (Prime+10.99%); $0/$49 AF,"TIB ‖ v6 2026-06-10: v6 screen attributes the cardaccount.net business-app rail to TCM Bank N.A. (ICBA) (INFERRED from domain, 2026-06-10; Elan markers absent) — CONFLICTS with v5 TIB attribution; verify issuer with bank before applying",Online,Online — apply at https://www.cardaccount.net/application/f87a3255c0/business/new,https://www.communitywestbank.com,https://www.cardaccount.net/application/f87a3255c0/business/new,Experian,N/M (TIB not on DoC list),TIB: pulls Experian incl. CLIs (CLI=hard pull); $10K+ needs financials; flat pricing (not FICO-risk-priced). myfico.com #5028638,3,PG yes; financials required $10K+ (sub-$10K light-doc),N/M (TIB card <$10K is the light-doc path),N/M,★ No-doc card — apply online,Standard Business Card ($0 AF); Preferred Points Business Rewards ($49 AF),Central Valley / Central Coast,Fresno,31,"HIGH products/issuer (TIB)/APR/fees/HP=Experian; N/M reports, deposit. 2026-05-28 ‖ v7 2026-06-11: MERGER NOTE: United Security Bank merged into Community West Bank — route any United Security leads here.",communitywestbank.com/business-credit-cards; cardaccount.net/application/f87a3255c0; myfico.com #5028638 ‖ v6 2026-06-10: businesswire.com/news/home/20260401074081/en/ (merger close 2026-04-01); communitywestbank.com/business-credit-cards (checked 2026-06-10) ‖ v7 2026-06-11: merger: v7 merger sweep 2026-06-11
