"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z","ACCT_879B6","ACCT_879B7","ACCT_PI0007","ACCT_PI0008","ACCT_PI0009","ACCT_PP0026","ACCT_PP0028","ACCT_PP0030","ACCT_PP0032","ACCT_PP0033","Acct_879D10","ACCT_PC0013","ACCT_PI0011","ACCT_PI0012","ACCT_PI0013","ACCT_PI0014","ACCT_PI0015","ACCT_PI0016","ACCT_PI0017","ACCT_PI0018","ACCT_PP0034","ACCT_PP0035","ACCT_PP0036","ACCT_PP0058"
64323,3/31/2026 0:00:00,18551,"Kay","6414246330","6414246330","Kay","Grove","","","","","","","","","","","","","Ellen","M","Ellen","","Kathy","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Kay","Ellen","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64332,3/31/2026 0:00:00,18560,"Atkinson","8012242586","8012250256","Atkinson","Spencer","","","","","","","","","","","","","Paul","","Paul","","Rachelle","","","","http://www.alpinecu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Atkinson","Paul","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","1","0","0","0","0","0","0","1","COOP","","0"
64340,3/31/2026 0:00:00,18568,"Robertson","7196327059","7196327118","Robertson","Davis","","","","","","","","","","","","","Jaclyn","R","Jaclyn","","Anthony","","","","http://www.113creditunion.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Robertson","Jaclyn","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","0","","","0"
64342,3/31/2026 0:00:00,18570,"WALLACE","3032391141","3032341700","Mock","SAPP","","","","","","","","","","","","","CHRISTOPHER","C","Janelle","","KRISTINA","","","","http://www.cudenver.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","1","Mock","Janelle","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","COOP and Star","COOP","1"
64359,3/31/2026 0:00:00,18587,"Ehle","2187305910","2187305140","Ehle","Kalenowski","","","","","","","","","","","","","Thomas","D","Thomas","","John","F","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Ehle","Thomas","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64361,3/31/2026 0:00:00,18589,"Ballenger","5152434423","5152438735","Ballenger","Crow","","","","","","","","","","","","","Rachel","","Rachel","","Ted","","","","http://www.journeycu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Ballenger","Rachel","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","Privilege Status Shazam network","In-Network","1"
64380,3/31/2026 0:00:00,18608,"Stiles","5152841652","5152834195","Stevens","Heckman","","","","","","","","","","","","","Traci","M","Casey","","Donna","K","","","http://www.dmmcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Stevens","Casey","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Shazam Privilege Status","CO-OP/InNetwork","1"
64394,3/31/2026 0:00:00,18622,"Wardlow","8162726266","8162726160","Wardlow","Derks","","","","","","","","","","","","","Sharri","","Sharri","","Gerald (Gary)","","","","https://www.mysrcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Wardlow","Sharri","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","co-op","Area Credit Union/Systronics","1"
64397,3/31/2026 0:00:00,18625,"Bryant","5738931615","5738931474","Bryant","Roberts","","","","","","","","","","","","","Ronda","","Ronda","","Nicholas","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Bryant","Ronda","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64408,3/31/2026 0:00:00,18636,"DeLap","7012240124","7012236533","Schmit","Durkee","","","","","","","","","","","","","Steve","","Shari","","Dan","","","","http://www.vueccu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Schmit","Shari","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","1","","0","1","1","0","0","0","0","0","0","0","","","0"
64412,3/31/2026 0:00:00,18640,"Peters","5204211706","5208368838","Kruse","McEvoy","","","","","","","","","","","","","Phil","","Tonya","","John","R","","","http://www.firstamerican.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Kruse","Tonya","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","1","0","1","1","1","0","0","0","0","0","","0","1","1","0","0","0","0","0","0","1","Allpoint/COOP","Velera Shared Branching","1"
64417,3/31/2026 0:00:00,18645,"Parks","7122335499","7122771440","Parks","Hill","","","","","","","","","","","","","John","","John","","Ann","","","","http://www.siouxvalleyccu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Parks","John","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","1","0","1","1","1","0","0","0","0","1","","0","0","1","0","0","0","0","0","0","1","SHAZAM","Aux/COOP","1"
64418,3/31/2026 0:00:00,18646,"Christoffer","3192365668","3192365600","Harms","Atkin","","","","","","","","","","","","","Renee","","Jodie","","Stephanie","","","","http://www.veridiancu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","Harms","Jodie","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","1","0","","0","1","1","0","0","0","0","0","0","1","Privileged Status","","0"
64425,3/31/2026 0:00:00,18653,"MEYERS","3144445933","3144445392","Frazier","","","","","","","","","","","","","","JO ANN","","Marci","","","","","","http://www.stlpolicecu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Frazier","Marci","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64441,3/31/2026 0:00:00,18669,"Rios","2177262157","2177268877","Smith","Kiel","","ESI","","","","","","","","","","","Aaron","","Patrick","","Jane","","","","http://www.hcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Smith","Patrick","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","1","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","MoneyPass","","0"
64462,3/31/2026 0:00:00,18690,"Elko","","8023341844","Elko","Grimm","","","","","","","","","","","","","Linn","D","Linn","","Brian","","","","https://www.nshcu.virtualcu.net","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Elko","Linn","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","1","0","1","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64471,3/31/2026 0:00:00,18699,"HAWKINSON","5635575017","5635821331","Whitt","DEUTMEYER","","","","","","","","","","","","","ANDREW","","Christopher","","DANIEL","","","","http://WWW.DUTRAC.ORG","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Whitt","Christopher","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Priviledged Status","","0"
64482,3/31/2026 0:00:00,18710,"ROUNDTREE","9254478410","9254475001","Bloomfield","Bothwell","","","","","","","","","","","","","HAROLD","","Gina","","Chung","","","","http://WWW.UNCLECU.ORG","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","1","Bloomfield","Gina","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","COOP","COOP","1"
64503,3/31/2026 0:00:00,18731,"Dhindsa","9253311066","9253311010","Dhindsa","Parks","","","","","","","","","","","","","Harinder","","Randy","","David","","","","http://www.dowcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Dhindsa","Randy","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","1","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","CO-OP","","0"
64518,3/31/2026 0:00:00,18746,"Riles","5074372964","5074376360","Folsom","FELT","","","","","","","","","","","","","Stephanie","M","Emily","","DUANE","","","","http://www.mowercountyecu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","Direct Deposit and Electronic Fund ","","","","","","","","","","","","","0","Folsom","Emily","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","1","","0","1","0","0","0","0","0","0","0","1","Privileged Status ATM by Shazam","","0"
64528,3/31/2026 0:00:00,18756,"Finch","2055834654","2055834654","Finch","Robinett","","","","","","","","","","","","","Kristin","","Kristin","","James","R","","","http://www.bhamcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Finch","Kristin","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","1","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Money Pass","COOP","1"
64531,3/31/2026 0:00:00,18759,"JUSTICE","9098093716","9098093838","TISUTHIWONGSE","ORNELAS","","","","","","","","","","","","","DAVID","","DEE","","STEPHANIE","L","","","http://www.altavistacu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","TISUTHIWONGSE","DEE","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","1","1","","0","1","1","0","0","0","0","0","0","1","Velera","","0"
64568,3/31/2026 0:00:00,18796,"Graver","2173377010","2173370240","Graver","BOSCH-WHITT","","","","","","","","","","","","","Cathy","A","Cathy","","DEBORAH","","","","http://www.umecu-urbana.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Graver","Cathy","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64594,3/31/2026 0:00:00,18822,"Davis","","2052526083","Davis","Purifie","","","","","","","","","","","","","Jason","","Jaosn","","Julius","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Davis","Jaosn","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
64598,3/31/2026 0:00:00,18826,"Watkins","","3344207466","Watkins","Mills","","","","","","","","","","","","","Shannon","M","Shannon","","Sharon","K","","","https://www.yourasecu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Watkins","Shannon","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","0","","Co-Op Shared Branching","1"
64606,3/31/2026 0:00:00,18834,"Krantz","6104354374","6108200145","Hoff","Ayers","","","","","","","","","","","","","Rosemarie","E","Ann","","William","","","","http://www.lvecu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","0","Hoff","Ann","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","1","Allpoint","","0"
64644,3/31/2026 0:00:00,18872,"Wiley","2514504890","2514504804","Wiley","McKeown","","","","","","","","","","","","","Jackie","","Jackie","","Patrick","","","","https://www.blueflamecreditunion.or","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Wiley","Jackie","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","CULiance","Shared Cooperative Services","1"
