CERT,Institution,HQ_City,HQ_State,OOS_HQ_with_SoCal_branches,Branches_LA,Branches_SB,Branches_Riv,Branches_OC,Branches_Ventura,Branches_SD,Total_Branches_6cty,Deposits_6cty_$K,Counties,Priority,v5_status,Match_note,Source_link
59314,Icon Business Bank,Riverside,CA,No,0,0,1,1,0,0,2,138048,Riverside; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Icon Business Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59290,Beach Cities Commercial Bank,Irvine,CA,No,0,0,0,1,0,1,2,133039,Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Beach Cities Commercial Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
24211,"Bank of Whittier, National Association",Whittier,CA,No,1,0,0,0,0,0,1,128556,Los Angeles,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Bank of Whittier, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
20845,Wallis Bank,Wallis,TX,Yes,2,0,0,0,0,0,2,108598,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Wallis Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58037,California Business Bank,Irvine,CA,No,0,0,0,1,0,0,1,94272,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: California Business Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
32277,Eastern International Bank,Los Angeles,CA,No,2,0,0,0,0,0,2,91688,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Eastern International Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59204,Legacy Bank,Murrieta,CA,No,0,0,1,0,0,0,1,72724,Riverside,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Legacy Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
32908,Tustin Community Bank,Tustin,CA,No,0,0,0,1,0,0,1,63278,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Tustin Community Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57974,"California International Bank, N.A.",Westminster,CA,No,0,0,0,1,0,0,1,62775,Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: California International Bank, N.A.","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
32574,Monet Bank,Plano,TX,Yes,0,0,0,0,0,1,1,52451,San Diego,OUTLIER,NEW_GAP,"Formerly Beal Bank, SSB (renamed; verified via FDIC /api/history CERT:32574). Neither name in v5 lists.","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
33013,Asian Pacific National Bank,San Gabriel,CA,No,2,0,0,0,0,0,2,44160,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Asian Pacific National Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
25803,Hatch Bank,San Marcos,CA,No,0,0,0,0,0,1,1,40722,San Diego,OUTLIER,IN_V5,Name match in v5 list: Hatch Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58500,Community Valley Bank,El Centro,CA,No,0,0,1,0,0,2,3,39871,Riverside; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Community Valley Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34998,First IC Bank,Doraville,GA,Yes,1,0,0,0,0,0,1,31528,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First IC Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23472,"The Bank of New York Mellon Trust Company, National Association",Los Angeles,CA,No,1,0,0,0,0,0,1,797,Los Angeles,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: The Bank of New York Mellon Trust Company, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
35164,Capital Bank and Trust Company,Irvine,CA,No,0,0,0,1,0,0,1,500,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Capital Bank and Trust Company,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34069,"Wilmington Trust, National Association",Wilmington,DE,Yes,1,0,0,2,0,0,3,0,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Wilmington Trust, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57607,First Western Trust Bank,Denver,CO,Yes,1,0,0,0,0,0,1,0,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First Western Trust Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
7946,"BNY Mellon, National Association",Pittsburgh,PA,Yes,1,0,0,1,0,0,2,0,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: BNY Mellon, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
91325,CIBC National Trust Company,Atlanta,GA,Yes,0,0,0,1,0,0,1,0,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: CIBC National Trust Company,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
